Vehicle_ID,Region_Code,Odometer_Reading,Purchase_Date,Vehicle_Age_Years,Daily_Commute,Service_Type
VH-3261,South,131954,2014-04-30,11,32.39205340352586,Major_Service
VH-3262,Central,71402,2018-07-17,6,50.579022658533745,Tire_Rotation
VH-3263,South,26802,2022-10-03,2,53.71112120206862,Oil_Change
VH-3264,West,114281,2015-08-16,9,48.08169018184752,Major_Service
VH-3265,North,159000,2011-07-11,13,,Major_Service
VH-3266,East,33015,2021-09-14,3,40.37481198740298,Oil_Change
VH-3267,North,69533,2019-01-20,6,29.410320269071338,Tire_Rotation
VH-3268,Central,119005,2015-01-30,10,24.62834096549708,Major_Service
VH-3269,West,131940,2013-09-16,11,40.02782346811339,Major_Service
VH-3270,Central,84374,2017-04-25,8,28.645771460907305,Major_Service
VH-3271,South,30376,2023-02-18,2,18.903713593806277,Oil_Change
VH-3272,East,98430,2016-03-23,9,26.770699151985927,Oil_Change
VH-3273,North,110040,2014-10-09,10,17.79445288769663,Major_Service
VH-3274,Central,35483,2021-11-01,3,9.383323633772914,Oil_Change
VH-3275,West,46606,2021-05-09,4,32.31305968549813,Tire_Rotation
VH-3276,South,174772,2010-06-21,15,24.641306109713707,Major_Service
VH-3277,West,41202,2021-11-21,3,,Oil_Change
VH-3278,East,59034,2019-02-27,6,28.13286559494608,Tire_Rotation
VH-3279,Central,32540,2022-05-18,3,9.955263837557965,Oil_Change
VH-3280,Central,106294,2016-01-26,9,,Major_Service
VH-3281,West,130856,2014-02-22,11,29.421602133431477,Major_Service
VH-3282,East,90587,2017-06-15,8,47.21595414234028,Major_Service
VH-3283,West,117947,2014-12-06,10,25.999641570204627,Major_Service
VH-3284,North,124778,2014-11-20,10,39.55006411207646,Major_Service
VH-3285,East,130482,2014-02-26,11,42.42758196730853,Major_Service
VH-3286,Central,155693,2012-03-28,13,22.889702455580707,Major_Service
VH-3287,West,167555,2011-06-05,14,36.45093764398181,Major_Service
VH-3288,West,135252,2014-05-04,11,20.550993038139918,Major_Service
VH-3289,West,71402,2019-06-06,6,20.778251751405488,Tire_Rotation
VH-3290,South,29754,2022-03-31,3,36.28410526884737,Oil_Change
VH-3291,Central,77655,2018-10-08,6,,Tire_Rotation
VH-3292,North,74244,2018-11-02,6,33.49600895652863,Tire_Rotation
VH-3293,East,150262,2011-11-25,13,18.52541202877351,Major_Service
VH-3294,East,62923,2019-11-09,5,37.075622314464255,Tire_Rotation
VH-3295,Central,68551,2019-03-02,6,,Tire_Rotation
VH-3296,West,80382,2018-01-01,7,21.361650178580703,Tire_Rotation
VH-3297,North,118038,2015-05-25,10,32.71698747365798,Major_Service
VH-3298,North,63637,2019-11-15,5,22.06094712176587,Tire_Rotation
VH-3299,North,130783,2014-08-28,10,23.18190742612193,Major_Service
VH-3300,South,177616,2010-02-13,15,9.7633827806944,Major_Service
VH-3301,North,149975,2012-05-11,13,30.358067674798136,Major_Service
VH-3302,East,37385,2021-10-06,3,43.674506127342234,Oil_Change
VH-3303,Central,90651,2017-05-23,8,0.6216527635180888,Major_Service
VH-3304,West,139132,2013-01-31,12,39.45151015130024,Major_Service
VH-3305,Central,91536,2017-06-11,8,39.687705226592755,Major_Service
VH-3306,East,142097,2013-06-08,12,28.787075914041225,Major_Service
VH-3307,West,62288,2020-01-27,5,34.22509595362368,Tire_Rotation
VH-3308,Central,94484,2017-01-02,8,20.558822935341446,Major_Service
VH-3309,East,112874,2015-07-14,9,35.855321827633595,Major_Service
VH-3310,Central,146707,2013-01-02,12,,Major_Service
VH-3311,East,69366,2019-04-01,6,45.4935844033086,Tire_Rotation
VH-3312,East,183165,2010-07-27,14,39.222685239900954,Major_Service
VH-3313,South,117301,2015-02-26,10,26.23669682236731,Major_Service
VH-3314,South,118526,2015-01-28,10,39.53967782185944,Major_Service
VH-3315,Central,55702,2020-06-20,5,44.61445094011073,Tire_Rotation
VH-3316,Central,150022,2012-07-16,12,32.99987706437535,Major_Service
VH-3317,West,42834,2021-06-07,4,35.34339439437968,Tire_Rotation
VH-3318,North,89391,2018-01-09,7,10.239452772253731,Tire_Rotation
VH-3319,North,142136,2013-03-27,12,21.620098407848822,Major_Service
VH-3320,East,63118,2019-05-29,6,50.13779668593786,Tire_Rotation
VH-3321,North,120920,2015-02-05,10,15.546852650500272,Major_Service
VH-3322,South,166222,2010-10-18,14,34.85997654357505,Major_Service
VH-3323,South,147087,2012-09-27,12,34.28833023387288,Major_Service
VH-3324,East,102592,2016-06-11,9,29.894992150314724,Major_Service
VH-3325,West,159037,2011-08-01,13,22.237483149957473,Major_Service
VH-3326,East,141941,2013-03-18,12,,Major_Service
VH-3327,Central,97037,2017-01-04,8,23.907405478169153,Major_Service
VH-3328,South,70016,2019-10-03,5,11.893584599396437,Major_Service
VH-3329,West,27355,2022-05-20,3,37.59213198965619,Oil_Change
VH-3330,East,59117,2020-10-08,4,,Tire_Rotation
VH-3331,East,37504,2021-05-15,4,28.78875583902527,Oil_Change
VH-3332,South,13732,2023-02-03,2,33.16265438576832,Oil_Change
VH-3333,South,22985,2022-12-21,2,20.57616757602452,Oil_Change
VH-3334,East,163322,2011-09-19,13,29.844375928124624,Major_Service
VH-3335,West,129491,2014-07-17,10,11.734479151135481,Major_Service
VH-3336,West,162713,2011-09-21,13,38.45583932003604,Major_Service
VH-3337,North,23518,2022-06-26,3,33.95831814169591,Oil_Change
VH-3338,Central,91542,2017-05-24,8,29.733495681143346,Major_Service
VH-3339,Central,125508,2014-12-24,10,35.617836102963565,Major_Service
VH-3340,East,37474,2021-09-12,3,38.15737736593279,Oil_Change
VH-3341,South,54846,2019-07-07,5,22.29308857208368,Tire_Rotation
VH-3342,East,164293,2011-04-05,14,,Major_Service
VH-3343,South,24372,2022-08-25,2,33.64070886268647,Oil_Change
VH-3344,East,181530,2010-05-07,15,14.481255413078408,Major_Service
VH-3345,West,76070,2018-04-15,7,,Tire_Rotation
VH-3346,North,25315,2023-04-01,2,45.9448141611978,Oil_Change
VH-3347,East,18433,2023-02-27,2,32.276252753397685,Oil_Change
VH-3348,North,137999,2013-03-15,12,46.02361167984132,Major_Service
VH-3349,West,75913,2018-08-24,6,16.634050589337182,Tire_Rotation
VH-3350,West,28405,2022-07-03,3,39.157161541033375,Oil_Change
VH-3351,North,45637,2021-06-13,4,25.05624878188002,Tire_Rotation
VH-3352,West,62850,2019-03-08,6,26.88444765587587,Tire_Rotation
VH-3353,South,139869,2012-10-24,12,41.95212421600677,Oil_Change
VH-3354,North,141202,2013-11-09,11,,Major_Service
VH-3355,Central,24539,2022-10-19,2,21.36520500481243,Oil_Change
VH-3356,Central,169071,2011-03-28,14,33.01068905793832,Major_Service
VH-3357,South,61108,2020-04-21,5,8.483779830235328,Tire_Rotation
VH-3358,South,174157,2010-09-03,14,46.30479521959955,Major_Service
VH-3359,South,152025,2012-07-21,12,24.03451618060036,Major_Service
VH-3360,Central,138810,2013-11-10,11,25.43324923445649,Major_Service
VH-3361,East,81061,2018-03-01,7,49.85657831650853,Tire_Rotation
VH-3362,Central,138079,2013-06-27,12,25.402038461782602,Oil_Change
VH-3363,Central,141266,2012-09-22,12,23.62479818850037,Major_Service
VH-3364,North,106312,2016-02-27,9,40.776820043268714,Major_Service
VH-3365,South,140243,2012-11-21,12,33.87841062902794,Major_Service
VH-3366,West,95057,2017-02-25,8,26.03614329077215,Major_Service
VH-3367,East,74619,2018-08-17,6,38.835920313230304,Tire_Rotation
VH-3368,West,36967,2021-10-16,3,21.67014398117359,Tire_Rotation
VH-3369,South,128955,2014-05-01,11,46.04377884637026,Major_Service
VH-3370,West,92119,2016-10-16,8,12.936722171488757,Major_Service
VH-3371,South,52763,2020-12-08,4,25.057150985977945,Tire_Rotation
VH-3372,West,113416,2015-05-30,10,27.65153543771977,Major_Service
VH-3373,East,65083,2019-07-14,5,35.908068991475346,Tire_Rotation
VH-3374,South,166260,2011-03-22,14,42.42600385291265,Major_Service
VH-3375,West,155588,2011-11-09,13,42.65218664373417,Major_Service
VH-3376,East,38301,2021-05-24,4,,Oil_Change
VH-3377,South,164002,2010-12-28,14,21.404904198410716,Major_Service
VH-3378,South,106383,2015-07-12,9,30.20735713349953,Major_Service
VH-3379,East,165717,2011-03-05,14,41.07317817159805,Major_Service
VH-3380,South,102415,2016-04-08,9,26.47466106732732,Tire_Rotation
VH-3381,West,158322,2012-06-09,13,12.942905070923032,Major_Service
VH-3382,Central,143606,2013-07-20,11,25.72053119871059,Major_Service
VH-3383,West,46715,2020-08-30,4,39.97819718659587,Tire_Rotation
VH-3384,North,88279,2017-06-30,8,27.920524180749485,Major_Service
VH-3385,West,119000,2015-09-08,9,44.336322676542245,Major_Service
VH-3386,East,58745,2020-05-16,5,34.407355523321584,Tire_Rotation
VH-3387,South,80217,2018-07-13,6,40.49100509232499,Tire_Rotation
VH-3388,South,142607,2013-03-11,12,12.909169835632493,Major_Service
VH-3389,Central,172972,2010-11-02,14,45.83337303567202,Major_Service
VH-3390,West,25767,2022-09-11,2,43.30263206925492,Oil_Change
VH-3391,East,57643,2020-08-13,4,27.296800600038164,Tire_Rotation
VH-3392,Central,60189,2019-09-08,5,,Tire_Rotation
VH-3393,Central,147978,2012-02-29,13,33.4049232452341,Major_Service
VH-3394,North,137444,2013-07-22,11,15.41738808138149,Major_Service
VH-3395,East,35048,2022-03-11,3,39.00015905658104,Oil_Change
VH-3396,East,117755,2015-02-21,10,,Oil_Change
VH-3397,Central,139335,2013-11-09,11,,Major_Service
VH-3398,Central,169522,2010-11-14,14,40.971538819070105,Major_Service
VH-3399,North,91237,2017-09-24,7,36.07666153001719,Major_Service
VH-3400,Central,76157,2019-05-27,6,32.25499140851679,Tire_Rotation
VH-3401,West,99022,2015-11-03,9,35.59202285075616,Major_Service
VH-3402,East,117906,2015-03-02,10,32.364651502893,Major_Service
VH-3403,East,97616,2017-05-28,8,37.22396505808588,Major_Service
VH-3404,West,174786,2010-06-11,15,30.98900680352959,Major_Service
VH-3405,South,43982,2021-05-28,4,40.23746347312123,Tire_Rotation
VH-3406,South,175474,2010-12-19,14,15.214435812911509,Major_Service
VH-3407,Central,107451,2015-08-19,9,27.979393681427997,Major_Service
VH-3408,South,113717,2015-01-02,10,47.4268188862377,Major_Service
VH-3409,East,92767,2017-09-22,7,41.87603785639477,Major_Service
VH-3410,Central,107784,2016-02-05,9,38.38931837752398,Major_Service
VH-3411,East,100379,2015-10-26,9,47.373003068820644,Major_Service
VH-3412,South,107393,2014-12-31,10,34.765982114338414,Major_Service
VH-3413,North,164108,2011-04-17,14,29.570245399208318,Major_Service
VH-3414,Central,132049,2014-04-24,11,30.459247394595575,Major_Service
VH-3415,South,174618,2010-12-21,14,24.35678023802342,Major_Service
VH-3416,East,126413,2014-02-21,11,23.518683895730764,Major_Service
VH-3417,Central,155591,2011-09-29,13,26.114938435275878,Major_Service
VH-3418,East,109434,2015-05-26,10,43.08419688902685,Major_Service
VH-3419,East,170964,2011-01-02,14,32.63280287204533,Major_Service
VH-3420,East,35455,2021-10-30,3,45.25641014158519,Oil_Change
VH-3421,North,141559,2013-03-08,12,17.677584845772795,Major_Service
VH-3422,North,130496,2013-08-20,11,,Major_Service
VH-3423,East,158097,2012-06-13,13,21.773423654037693,Major_Service
VH-3424,North,83159,2018-05-14,7,45.65981639430015,Tire_Rotation
VH-3425,West,141013,2013-06-21,12,41.56346880246806,Major_Service
VH-3426,North,20132,2022-11-09,2,35.65029230789558,Oil_Change
VH-3427,South,120072,2015-04-07,10,30.757799439708897,Major_Service
VH-3428,West,105961,2015-07-20,9,40.78461696751306,Major_Service
VH-3429,West,136288,2013-11-03,11,21.72356891311512,Major_Service
VH-3430,South,127947,2014-09-06,10,31.31533899130704,Major_Service
VH-3431,North,165439,2010-09-07,14,,Major_Service
VH-3432,East,128990,2014-09-21,10,47.88025887098626,Major_Service
VH-3433,South,87008,2017-05-13,8,22.858044560063572,Major_Service
VH-3434,Central,44870,2021-03-02,4,36.44115930068674,Tire_Rotation
VH-3435,South,103247,2016-09-22,8,57.28487561105655,Major_Service
VH-3436,Central,125105,2014-10-18,10,38.67452536755366,Major_Service
VH-3437,North,168373,2010-05-01,15,4.120715332101334,Major_Service
VH-3438,South,42726,2021-02-04,4,5.5665510792321236,Tire_Rotation
VH-3439,South,73634,2019-03-09,6,44.556310059608556,Tire_Rotation
VH-3440,South,78089,2018-08-10,6,20.101880825698586,Tire_Rotation
VH-3441,West,60085,2019-08-16,5,40.32039860337621,Tire_Rotation
VH-3442,Central,123641,2015-04-03,10,41.61610779008842,Major_Service
VH-3443,East,99268,2016-02-17,9,24.17357782812802,Major_Service
VH-3444,West,138111,2013-03-18,12,44.40354148754936,Major_Service
VH-3445,East,110026,2016-02-23,9,16.53851770629915,Major_Service
VH-3446,Central,151618,2013-01-20,12,23.098509234735307,Major_Service
VH-3447,North,150744,2012-03-15,13,31.79064432593188,Major_Service
VH-3448,West,81175,2018-01-06,7,17.270121851731787,Tire_Rotation
VH-3449,West,36079,2022-08-20,2,37.012773604898904,Oil_Change
VH-3450,East,34783,2021-11-10,3,47.706334976895484,Oil_Change
VH-3451,West,83641,2018-02-23,7,22.07746292923814,Tire_Rotation
VH-3452,West,132714,2013-05-06,12,,Major_Service
VH-3453,North,115093,2015-02-06,10,,Major_Service
VH-3454,North,41438,2021-03-21,4,18.501346012485982,Tire_Rotation
VH-3455,North,110495,2016-01-26,9,19.497664589270496,Major_Service
VH-3456,South,82174,2017-10-12,7,37.88610445284769,Tire_Rotation
VH-3457,North,74443,2018-05-21,7,27.089858807322287,Tire_Rotation
VH-3458,West,34366,2022-07-23,2,47.80791686613344,Oil_Change
VH-3459,South,139084,2013-02-19,12,36.78623619020647,Major_Service
VH-3460,West,17415,2023-05-22,2,27.727393749930066,Oil_Change
VH-3461,North,110166,2015-02-18,10,42.098766566786296,Major_Service
VH-3462,North,133377,2013-12-07,11,19.742727895340995,Major_Service
VH-3463,East,18571,2023-04-28,2,55.66461416495736,Oil_Change
VH-3464,North,102350,2016-10-13,8,24.11961543634609,Major_Service
VH-3465,North,147857,2013-02-15,12,21.904302205816165,Major_Service
VH-3466,West,165552,2011-07-25,13,39.15881277942841,Major_Service
VH-3467,West,171781,2010-10-02,14,,Major_Service
VH-3468,Central,54027,2021-05-06,4,,Tire_Rotation
VH-3469,West,183085,2010-05-30,15,13.466501318657457,Major_Service
VH-3470,North,138100,2013-07-08,11,28.234165307332816,Major_Service
VH-3471,South,58239,2020-09-04,4,16.806563928814064,Tire_Rotation
VH-3472,North,51418,2020-08-04,4,12.646402867699425,Tire_Rotation
VH-3473,Central,89710,2017-04-12,8,29.809323260426023,Major_Service
VH-3474,South,76599,2018-09-14,6,45.038020698653554,Tire_Rotation
VH-3475,North,41763,2021-01-02,4,28.246616755859204,Tire_Rotation
VH-3476,Central,144277,2013-09-12,11,15.1759642999389,Major_Service
VH-3477,East,51448,2020-03-18,5,,Tire_Rotation
VH-3478,West,42689,2021-09-04,3,26.419646654414628,Oil_Change
VH-3479,Central,29422,2023-01-02,2,32.733847370968924,Oil_Change
VH-3480,South,41787,2020-12-30,4,29.956568069851258,Tire_Rotation
VH-3481,West,167104,2010-09-06,14,18.850471387514776,Major_Service
VH-3482,East,114636,2015-11-03,9,37.97799211304888,Oil_Change
VH-3483,Central,24639,2023-01-13,2,,Oil_Change
VH-3484,East,175254,2010-10-26,14,34.13117881122163,Major_Service
VH-3485,West,47448,2021-10-25,3,22.32552598037735,Oil_Change
VH-3486,South,17834,2023-09-09,1,33.29767004518355,Oil_Change
VH-3487,North,170387,2010-06-05,15,35.04611608108818,Major_Service
VH-3488,West,112570,2015-07-03,10,29.52524410448658,Major_Service
VH-3489,Central,96831,2017-02-01,8,28.406655460960184,Major_Service
VH-3490,Central,140919,2013-04-12,12,14.42478699587401,Major_Service
VH-3491,West,26074,2023-01-20,2,19.96183991278813,Oil_Change
VH-3492,Central,109004,2015-11-18,9,,Major_Service
VH-3493,South,73679,2018-03-16,7,39.7964815400683,Tire_Rotation
VH-3494,South,161201,2012-12-21,12,28.477446014741325,Major_Service
VH-3495,West,161315,2012-01-10,13,34.273737613982824,Major_Service
VH-3496,South,95862,2016-12-31,8,45.70110799326535,Major_Service
VH-3497,East,93880,2017-03-10,8,40.21256912446419,Major_Service
VH-3498,North,67079,2020-03-25,5,22.547560881242504,Tire_Rotation
VH-3499,Central,134222,2014-06-14,11,17.279996731520164,Major_Service
VH-3500,West,45349,2020-09-06,4,28.42813943173146,Tire_Rotation
VH-3501,Central,70959,2019-05-01,6,32.49682740116897,Oil_Change
VH-3502,Central,52370,2020-04-21,5,,Tire_Rotation
VH-3503,Central,31122,2022-02-21,3,22.38222205760885,Oil_Change
VH-3504,South,17620,2023-07-24,1,39.45731211975098,Oil_Change
VH-3505,West,46094,2021-04-19,4,39.3006126705369,Tire_Rotation
VH-3506,South,125143,2014-10-12,10,,Major_Service
VH-3507,Central,97567,2016-09-27,8,20.297483106568723,Major_Service
VH-3508,West,146507,2012-07-17,12,35.03215876209654,Major_Service
VH-3509,East,65157,2019-05-29,6,36.14928605076992,Tire_Rotation
VH-3510,North,45383,2020-09-06,4,22.331010718395785,Tire_Rotation
VH-3511,North,16852,2023-08-13,1,26.253775696875223,Oil_Change
VH-3512,West,120828,2015-01-13,10,43.940237313027126,Major_Service
VH-3513,North,149709,2012-04-21,13,12.368436738987167,Major_Service
VH-3514,East,80285,2018-01-26,7,39.473114801700675,Tire_Rotation
VH-3515,West,81945,2019-02-01,6,25.723176599757263,Tire_Rotation
VH-3516,East,29493,2022-12-21,2,32.49539580879904,Oil_Change
VH-3517,West,26174,2023-01-04,2,27.45680252906755,Oil_Change
VH-3518,Central,97240,2016-09-24,8,41.103697310297655,Major_Service
VH-3519,North,117414,2015-02-20,10,29.512260893586216,Major_Service
VH-3520,North,53249,2020-06-21,5,43.75470841159159,Tire_Rotation
VH-3521,Central,111528,2015-06-20,10,35.469202850530415,Major_Service
VH-3522,Central,176839,2010-04-24,15,,Major_Service
VH-3523,North,161577,2012-03-05,13,40.380405768035494,Major_Service
VH-3524,East,52974,2020-03-03,5,33.72394763313995,Tire_Rotation
VH-3525,South,120895,2014-04-15,11,37.511301510328316,Major_Service
VH-3526,Central,101487,2016-04-01,9,,Major_Service
VH-3527,East,148421,2012-08-16,12,22.192544463957287,Major_Service
VH-3528,South,71140,2018-07-26,6,31.155427766335773,Tire_Rotation
VH-3529,East,150765,2011-09-18,13,26.410612619831134,Major_Service
VH-3530,South,92860,2017-01-20,8,26.95510372869329,Major_Service
VH-3531,East,151720,2012-11-08,12,18.457833816387627,Oil_Change
VH-3532,Central,66010,2019-12-04,5,32.57344865161796,Tire_Rotation
VH-3533,West,53264,2020-05-27,5,29.850811202367115,Tire_Rotation
VH-3534,South,153054,2012-12-21,12,36.26269628364278,Major_Service
VH-3535,East,22431,2022-07-27,2,46.74763379162293,Oil_Change
VH-3536,East,77476,2017-11-17,7,44.673309334893396,Tire_Rotation
VH-3537,East,164365,2011-05-20,14,39.401442741984425,Major_Service
VH-3538,West,126670,2014-07-17,10,14.850120571982682,Major_Service
VH-3539,Central,105440,2016-07-14,8,27.917772324650826,Major_Service
VH-3540,East,20225,2023-04-12,2,40.37274563744688,Oil_Change
VH-3541,East,65108,2020-04-17,5,25.762204675051642,Tire_Rotation
VH-3542,South,100945,2016-01-01,9,30.943358658142813,Major_Service
VH-3543,South,30732,2021-08-01,3,,Oil_Change
VH-3544,East,91098,2017-11-23,7,34.84845963907744,Major_Service
VH-3545,Central,141895,2013-07-03,12,42.656009351032054,Major_Service
VH-3546,Central,174820,2011-01-02,14,32.21098371255504,Major_Service
VH-3547,South,85268,2018-04-06,7,30.357193089819773,Tire_Rotation
VH-3548,West,21269,2023-02-25,2,34.91389530969473,Oil_Change
VH-3549,South,101699,2016-04-25,9,25.640444425271504,Major_Service
VH-3550,East,118044,2015-07-08,9,45.32681818688058,Major_Service
VH-3551,West,20589,2023-02-23,2,41.87417040854994,Oil_Change
VH-3552,Central,142565,2013-09-04,11,40.60640662554144,Major_Service
VH-3553,East,57148,2020-05-24,5,20.714767236994724,Tire_Rotation
VH-3554,Central,62592,2020-07-25,4,25.80994042178186,Major_Service
VH-3555,South,57761,2020-05-15,5,12.907935841415252,Tire_Rotation
VH-3556,Central,115030,2015-04-03,10,19.874802689252185,Major_Service
VH-3557,South,42968,2021-01-14,4,37.68825256912377,Tire_Rotation
VH-3558,West,168515,2011-01-19,14,38.54824954032527,Major_Service
VH-3559,South,20194,2023-04-22,2,12.473823699202647,Oil_Change
VH-3560,North,139199,2012-11-15,12,24.853804748941915,Major_Service
VH-3561,East,124565,2014-04-08,11,35.035102182453684,Major_Service
VH-3562,South,53437,2019-09-07,5,18.718697803006727,Tire_Rotation
VH-3563,West,18436,2023-08-27,1,41.32229137655874,Oil_Change
VH-3564,South,155643,2012-08-03,12,21.04283335548563,Major_Service
VH-3565,North,130236,2014-04-11,11,24.361993610387916,Major_Service
VH-3566,North,72757,2019-01-07,6,39.810651676208096,Tire_Rotation
VH-3567,South,68316,2019-03-09,6,33.30366674587571,Oil_Change
VH-3568,South,110951,2016-08-30,8,36.053439646014105,Major_Service
VH-3569,North,54932,2020-06-09,5,36.57266954085248,Tire_Rotation
VH-3570,West,20164,2023-09-06,1,6.021604912763895,Oil_Change
VH-3571,North,97477,2016-09-21,8,46.050532201705416,Major_Service
VH-3572,North,71120,2018-10-11,6,31.554820148891118,Tire_Rotation
VH-3573,North,34237,2021-06-30,4,17.56738874729952,Oil_Change
VH-3574,South,78156,2018-02-04,7,32.98167399347739,Oil_Change
VH-3575,West,129304,2014-02-18,11,27.591861990088386,Major_Service
VH-3576,South,48998,2020-11-04,4,24.405229309842873,Tire_Rotation
VH-3577,East,107237,2016-01-18,9,,Major_Service
VH-3578,West,173892,2010-11-26,14,19.61794831980071,Major_Service
VH-3579,Central,150157,2013-01-07,12,21.094574492995477,Major_Service
VH-3580,Central,122670,2014-11-02,10,15.509446086549243,Major_Service
VH-3581,Central,127671,2014-02-21,11,4.0213936831876715,Major_Service
VH-3582,West,117625,2014-09-28,10,17.912601017214516,Major_Service
VH-3583,West,142615,2013-06-14,12,28.835932094755883,Major_Service
VH-3584,North,104270,2016-11-03,8,23.760979413228956,Major_Service
VH-3585,West,54729,2020-01-20,5,39.821451818951445,Tire_Rotation
VH-3586,Central,26812,2022-11-03,2,39.99176546916571,Oil_Change
VH-3587,South,146107,2012-08-28,12,30.983967924173907,Major_Service
VH-3588,North,131145,2014-04-16,11,35.39190893349148,Oil_Change
VH-3589,Central,156030,2012-04-04,13,18.294448200043078,Oil_Change
VH-3590,Central,70630,2019-06-01,6,51.5401261922882,Tire_Rotation
VH-3591,Central,105609,2016-06-07,9,40.181001211998904,Major_Service
VH-3592,Central,142618,2013-04-08,12,11.82965434335874,Major_Service
VH-3593,Central,85137,2017-10-29,7,27.5757300281612,Major_Service
VH-3594,South,132141,2014-01-20,11,23.383996348886324,Major_Service
VH-3595,South,149223,2011-12-11,13,,Tire_Rotation
VH-3596,West,18959,2023-03-16,2,37.49171192008248,Oil_Change
VH-3597,North,64555,2020-01-02,5,31.667412789841386,Oil_Change
VH-3598,South,153752,2013-01-21,12,28.137494993757556,Major_Service
VH-3599,West,145976,2012-08-16,12,51.08166078895737,Major_Service
VH-3600,North,134973,2013-12-12,11,24.526863151698063,Major_Service
VH-3601,West,93278,2017-03-11,8,,Major_Service
VH-3602,West,77184,2018-03-08,7,47.561506733448056,Tire_Rotation
VH-3603,Central,77615,2018-06-16,7,39.11939330872896,Tire_Rotation
VH-3604,Central,166608,2010-10-24,14,36.164872521073896,Major_Service
VH-3605,East,116267,2015-11-22,9,33.32502935206034,Major_Service
VH-3606,North,120347,2015-07-10,9,,Major_Service
VH-3607,South,108740,2016-03-17,9,28.96612319960061,Major_Service
VH-3608,East,34298,2022-03-12,3,28.131814785632827,Major_Service
VH-3609,South,36639,2021-11-08,3,37.27447452338511,Oil_Change
VH-3610,East,20340,2023-07-02,2,,Oil_Change
VH-3611,South,46434,2021-04-20,4,45.28901186343068,Oil_Change
VH-3612,South,155221,2012-04-02,13,26.60222211875741,Major_Service
VH-3613,Central,22144,2023-02-03,2,22.575916043466407,Oil_Change
VH-3614,West,174833,2010-02-01,15,45.02942148863711,Major_Service
VH-3615,East,87853,2018-03-16,7,41.01730461547487,Tire_Rotation
VH-3616,East,80137,2017-07-30,7,,Major_Service
VH-3617,Central,30148,2022-06-08,3,36.64837127942132,Oil_Change
VH-3618,East,55726,2020-02-07,5,39.54525348573463,Tire_Rotation
VH-3619,Central,35053,2021-10-17,3,45.84220713917732,Oil_Change
VH-3620,Central,163562,2012-06-16,13,21.548773062588918,Major_Service
VH-3621,West,51791,2020-07-02,5,33.40273044054159,Tire_Rotation
VH-3622,Central,59298,2020-03-21,5,32.55428054042786,Major_Service
VH-3623,West,67216,2019-07-25,5,27.191916941078013,Tire_Rotation
VH-3624,North,132001,2013-10-30,11,,Major_Service
VH-3625,North,77581,2018-11-27,6,19.080067168874642,Tire_Rotation
VH-3626,East,11720,2023-09-01,1,19.17745366047175,Oil_Change
VH-3627,North,124406,2014-06-02,11,35.51465191244534,Major_Service
VH-3628,East,87457,2017-10-10,7,23.052878602035527,Major_Service
VH-3629,Central,146975,2012-11-01,12,34.936672737947596,Major_Service
VH-3630,East,117538,2014-12-26,10,,Major_Service
VH-3631,North,85194,2017-10-29,7,6.928131509773678,Major_Service
VH-3632,South,137156,2013-11-14,11,31.593215636059686,Major_Service
VH-3633,South,110931,2016-03-04,9,31.523751143851506,Major_Service
VH-3634,East,95980,2017-07-03,8,19.883127239698737,Major_Service
VH-3635,East,84699,2018-03-24,7,,Tire_Rotation
VH-3636,South,145641,2012-12-23,12,34.64886934953743,Major_Service
VH-3637,East,30897,2022-04-23,3,36.836222293859066,Oil_Change
VH-3638,Central,145871,2012-08-27,12,,Major_Service
VH-3639,West,138410,2013-05-13,12,29.224932764323736,Major_Service
VH-3640,South,79164,2018-10-09,6,18.532800820120972,Tire_Rotation
VH-3641,West,76786,2018-04-04,7,34.4230782714769,Tire_Rotation
VH-3642,North,96158,2017-05-02,8,25.712742058948947,Major_Service
VH-3643,East,81619,2018-07-15,6,44.36882962726389,Tire_Rotation
VH-3644,East,105710,2017-02-04,8,29.3849463976774,Major_Service
VH-3645,South,118216,2015-08-08,9,36.7066571935477,Major_Service
VH-3646,West,110830,2016-01-08,9,26.860476232256236,Major_Service
VH-3647,South,135265,2013-03-05,12,33.02188908075829,Major_Service
VH-3648,North,88331,2017-06-15,8,22.06752724382193,Major_Service
VH-3649,West,71927,2018-11-18,6,45.79992687807656,Major_Service
VH-3650,North,59350,2020-05-27,5,24.89618126979712,Tire_Rotation
VH-3651,Central,72089,2019-10-28,5,28.401431032844627,Tire_Rotation
VH-3652,North,159653,2011-07-30,13,35.01444879102239,Major_Service
VH-3653,North,167165,2011-02-07,14,37.911052462542614,Major_Service
VH-3654,South,19486,2022-09-26,2,15.033855583471327,Oil_Change
VH-3655,South,123239,2015-03-12,10,18.336794960118148,Major_Service
VH-3656,East,164410,2010-11-17,14,24.55251284059583,Major_Service
VH-3657,South,96997,2017-01-04,8,28.72957191979462,Major_Service
VH-3658,West,180945,2010-05-13,15,,Major_Service
VH-3659,South,59195,2018-10-12,6,29.52375809740211,Tire_Rotation
VH-3660,South,77522,2018-04-15,7,24.768318609757596,Tire_Rotation
VH-3661,North,53311,2020-03-05,5,,Tire_Rotation
VH-3662,Central,94004,2017-07-12,7,45.516686612795425,Major_Service
VH-3663,West,171037,2011-06-02,14,,Major_Service
VH-3664,West,73026,2018-09-19,6,25.897058645295356,Tire_Rotation
VH-3665,East,154530,2012-05-30,13,41.15319808147038,Major_Service
